House Number,Street,First Name,Surname,Age,Relationship to Head of House,Marital Status,Gender,Occupation,Infirmity,Religion
7,Mason Lake,Brett,Price,29,Husband,Married,Male,Industrial/product designer,None,Muslim
8,Mason Lake,Jade,Foster,50,Head,Single,Female,Unemployed,None,None
8,Mason Lake,Sandra,Foster,6,Daughter,NA,Female,Student,None,NA
8,Mason Lake,Charlotte,Foster,6,Daughter,NA,Female,Student,None,NA
9,Mason Lake,Sian,Ellis,67,Head,Married,Female,Ambulance person,None,None
9,Mason Lake,Simon,Ellis,66,Husband,Married,Male,Geographical information systems officer,None,None
9,Mason Lake,Adam,Ellis,33,Son,Divorced,Male,Armed forces training and education officer,None,None
10,Mason Lake,Emma,Clark,20,Head,Married,Female,University Student,None,None
10,Mason Lake,Gareth,Clark,19,Husband,Married,Male,University Student,None,None
11,Mason Lake,Gordon,Ali,21,Head,Married,Male,University Student,None,Catholic
11,Mason Lake,Chloe,Ali,19,Wife,Married,Female,Advice worker,None,Catholic
12,Mason Lake,Colin,Dennis,78,Head,Married,Male,"Retired Programmer, applications",None,None
12,Mason Lake,Shirley,Dennis,78,Wife,Married,Female,Retired Pensions consultant,None,None
13,Mason Lake,Abigail,Smith,54,Head,Single,Female,Product/process development scientist,None,None
13,Mason Lake,Shaun,Smith,16,Son,NA,Male,Student,None,NA
14,Mason Lake,Kelly,Wood,30,Head,Single,Female,Unemployed,None,Christian
14,Mason Lake,Bruce,Wood,7,Adopted Son,NA,Male,Student,Mental Disability,NA
15,Mason Lake,Rosie,Bowen,36,Head,Married,Female,Equality and diversity officer,None,None
15,Mason Lake,Roger,Bowen,42,Husband,Married,Male,Housing manager/officer,None,None
16,Mason Lake,Raymond,Davies,70,Head,Widowed,Male,"Retired Surveyor, planning and development",None,Christian
17,Mason Lake,Amelia,Green,61,Head,Single,Female,Unemployed,None,Christian
17,Mason Lake,Glen,Green,32,Son,Single,Male,"Administrator, charities/voluntary organisations",None,Christian
17,Mason Lake,Shirley,Green,30,Daughter,Single,Female,Unemployed,None,Christian
17,Mason Lake,Alex,Smart-Green,26,Son,Single,Male,"Therapist, drama",None,None
18,Mason Lake,Kate,Sanders,51,Head,Married,Female,"Engineer, communications",None,None
18,Mason Lake,Maurice,Sanders,53,Husband,Married,Male,Automotive engineer,None,None
18,Mason Lake,Chelsea,Sanders,14,Daughter,NA,Female,Student,None,NA
18,Mason Lake,Donald,Sanders,10,Son,NA,Male,Student,None,NA
19,Mason Lake,Suzanne,Hyde,49,Head,Divorced,Female,Information officer,None,None
19,Mason Lake,Jayne,Hyde,23,Daughter,Single,Female,Intelligence analyst,None,None
20,Mason Lake,Kirsty,Walker,45,Head,Married,Female,Newspaper journalist,None,None
20,Mason Lake,Mark,Walker,47,Husband,Married,Male,Occupational hygienist,None,Christian
21,Mason Lake,June,Riley,49,Head,Divorced,Female,Ship broker,None,None
21,Mason Lake,Katie,Hunter,55,Cousin,Single,Female,Media buyer,None,None
22,Mason Lake,Dean,Smith,37,Head,Single,Male,Unemployed,None,Christian
23,Mason Lake,Scott,Matthews,23,Head,Single,Male,Energy engineer,None,None
24,Mason Lake,Josephine,Green,54,Head,Married,Female,"Teacher, special educational needs",None,None
24,Mason Lake,Ben,Green,56,Husband,Married,Male,Print production planner,None,None
24,Mason Lake,Samantha,Green,22,Daughter,Single,Female,University Student,None,None
24,Mason Lake,Tracy,Green,4,Daughter,NA,Female,Child,None,NA
25,Mason Lake,Sophie,Lewis,75,Head,Married,Female,"Retired Scientist, clinical (histocompatibility and immunogenetics)",None,Christian
25,Mason Lake,Anthony,Lewis,76,Husband,Married,Male,Retired Telecommunications researcher,None,Christian
26,Mason Lake,Paige,Farmer,67,Head,Divorced,Female,Media planner,None,None
27,Mason Lake,Vincent,Ward,47,Head,Married,Male,Unemployed,None,Catholic
27,Mason Lake,Sophie,Ward,44,Wife,Married,Female,Equities trader,None,Catholic
28,Mason Lake,Mary,Goddard,46,Head,Divorced,Female,Veterinary surgeon,None,None
28,Mason Lake,Ricky,Goddard,17,Son,NA,Male,Student,None,NA
29,Mason Lake,Charlie,Hicks,71,Head,Married,Male,Unemployed,None,Muslim
29,Mason Lake,Brenda,Hicks,69,Wife,Married,Female,Retired Pathologist,None,None
30,Mason Lake,Nathan,Tucker,18,Head,Single,Male,Student,None,NA
31,Mason Lake,Bradley,Baxter,62,Head,Married,Male,Phytotherapist,None,Christian
31,Mason Lake,Elaine,Baxter,59,Wife,Married,Female,Technical sales engineer,None,Christian
32,Mason Lake,Denise,Harrison,27,Head,Single,Female,"Engineer, chemical",None,Christian
32,Mason Lake,Christine,Harrison,4,Daughter,NA,Female,Child,None,NA
33,Mason Lake,Sylvia,Hunter,45,Head,Married,Female,"Education officer, community",None,Methodist
33,Mason Lake,Trevor,Hunter,55,Husband,Married,Male,"Research officer, government",None,Methodist
34,Mason Lake,Naomi,Peters,51,Head,Single,Female,Radio broadcast assistant,None,Methodist
34,Mason Lake,Bradley,Peters,21,Son,Single,Male,University Student,None,Methodist
34,Mason Lake,Ryan,Peters,19,Son,Single,Male,University Student,None,Methodist
34,Mason Lake,Francis,Peters,18,Son,NA,Male,Student,None,NA
34,Mason Lake,Edward,Peters,12,Son,NA,Male,Student,None,NA
35,Mason Lake,June,Bailey,54,Head,Single,Female,Oceanographer,None,Christian
35,Mason Lake,Danny,Bailey,15,Son,NA,Male,Student,None,NA
36,Mason Lake,Dylan,King,70,Head,Married,Male,Retired Investment analyst,None,None
36,Mason Lake,Tracy,King,69,Wife,Married,Female,Retired Systems developer,None,None
37,Mason Lake,Kayleigh,Smith,43,Head,Married,Female,Advertising account executive,None,Christian
37,Mason Lake,Harry,Smith,43,Husband,Married,Male,Mechanical engineer,None,Christian
38,Mason Lake,Gail,Whitehead,34,Head,Married,Female,Company secretary,None,Methodist
38,Mason Lake,Roy,Whitehead,41,Husband,Married,Male,"Engineer, production",None,Methodist
38,Mason Lake,Paul,Whitehead,9,Son,NA,Male,Student,None,NA
38,Mason Lake,Josephine,Whitehead,8,Daughter,NA,Female,Student,None,NA
39,Mason Lake,Maurice,Page,19,Head,Single,Male,University Student,None,None
39,Mason Lake,Jason,Gray,18,None,Single,Male,University Student,None,Christian
39,Mason Lake,Annette,Garner,18,None,Single,Female,University Student,None,None
39,Mason Lake,Eleanor,Jones,18,None,Single,Female,University Student,None,None
39,Mason Lake,Anna,Smith,19,None,Single,Female,University Student,None,None
40,Mason Lake,Bethany,Smith,49,Head,Married,Female,Operations geologist,None,None
40,Mason Lake,Clifford,Smith,52,Husband,Married,Male,Systems analyst,None,None
41,Mason Lake,Louis,Patel,89,Head,Married,Male,Retired Data processing manager,None,Methodist
41,Mason Lake,Charlene,Patel,88,Wife,Married,Female,Retired Building control surveyor,None,Methodist
42,Mason Lake,Carole,Taylor,55,Head,Married,Female,Field trials officer,None,Christian
42,Mason Lake,Roy,Taylor,57,Husband,Married,Male,Curator,None,Christian
42,Mason Lake,Declan,Taylor,34,Son,Divorced,Male,Agricultural consultant,None,Christian
43,Mason Lake,Denise,Fuller,80,Head,Married,Female,Retired Mudlogger,None,Christian
43,Mason Lake,Gareth,Fuller,83,Husband,Married,Male,"Retired Pilot, airline",None,Christian
43,Mason Lake,Francesca,Parkinson-Fuller,21,Granddaughter,Divorced,Female,University Student,None,Christian
43,Mason Lake,Jill,Hart,21,Granddaughter,Single,Female,University Student,None,Christian
44,Mason Lake,Katherine,Morris,41,Head,Married,Female,Chartered public finance accountant,None,None
44,Mason Lake,Phillip,Morris,48,Husband,Married,Male,"Engineer, mining",None,None
44,Mason Lake,Keith,Morris,12,Son,NA,Male,Student,None,NA
44,Mason Lake,Pauline,Morris,9,Daughter,NA,Female,Student,None,NA
45,Mason Lake,Gail,Green,21,Head,Single,Female,University Student,None,Methodist
45,Mason Lake,Mathew,Ross,22,None,Single,Male,University Student,None,Catholic
1,Chester Street,Susan,Freeman,45,Head,Single,Female,Interpreter,None,Christian
1,Chester Street,Karen,Adams,49,None,Single,Female,Hotel manager,None,None
2,Chester Street,Rebecca,Jones,44,Head,Married,Female,Financial planner,None,Methodist
2,Chester Street,Gregory,Jones,45,Husband,Married,Male,Actor,None,None
3,Chester Street,Emily,O'Neill,18,Head,Single,Female,University Student,None,None
3,Chester Street,Lynda,Ahmed,21,None,Single,Female,University Student,None,Christian
4,Chester Street,Clare,Jennings,69,Head,Widowed,Female,"Retired Surveyor, rural practice",None,None
4,Chester Street,Richard,Jennings,34,Son,Single,Male,Patent attorney,None,Christian
5,Chester Street,Judith,King,37,Head,Single,Female,Ergonomist,None,None
5,Chester Street,Dylan,Sykes,34,Partner,Single,Male,Research scientist (physical sciences),None,None
5,Chester Street,Marc,Hawkins,15,Son,NA,Male,Student,None,NA
5,Chester Street,Jay,Hawkins,13,Son,NA,Male,Student,None,NA
6,Chester Street,Samantha,Pratt,48,Head,Single,Female,"Surveyor, building",None,Christian
6,Chester Street,Justin,Stephens,53,Partner,Single,Male,"Civil engineer, consulting",None,Christian
7,Chester Street,Sian,Boyle,44,Head,Single,Female,Arboriculturist,None,None
7,Chester Street,Marion,Boyle,11,Adopted Daughter,NA,Female,Student,None,NA
8,Chester Street,Maurice,Smith,44,Head,Married,Male,Landscape architect,None,None
8,Chester Street,Teresa,Smith,42,Wife,Married,Female,Clinical cytogeneticist,None,None
9,Chester Street,Charlotte,Fitzgerald,33,Head,Divorced,Female,Unemployed,None,None
9,Chester Street,Gerard,Fitzgerald,7,Son,NA,Male,Student,None,NA
10,Chester Street,Debra,Jones,62,Head,Single,Female,Structural engineer,None,Sikh
10,Chester Street,Leon,Williams,66,Partner,Single,Male,"Scientist, biomedical",None,Sikh
11,Chester Street,Jean,Jones,66,Head,Married,Female,Clothing/textile technologist,None,None
11,Chester Street,Bryan,Jones,70,Husband,Married,Male,Retired Newspaper journalist,None,None
12,Chester Street,Albert,Dale,19,Head,Single,Male,University Student,None,Muslim
13,Chester Street,Marilyn,Miller,55,Head,Single,Female,Air broker,None,Catholic
13,Chester Street,Kieran,Smith,58,Partner,Single,Male,Industrial/product designer,None,None
13,Chester Street,Rhys,Miller,24,Son,Single,Male,Therapeutic radiographer,None,None
13,Chester Street,Francis,Miller,8,Son,NA,Male,Student,None,NA
14,Chester Street,Rita,Thompson,40,Head,Divorced,Female,Glass blower/designer,None,None
14,Chester Street,Norman,Thompson,11,Son,NA,Male,Student,None,NA
15,Chester Street,Frances,Dennis,41,Head,Married,Female,Archivist,None,None
15,Chester Street,Dominic,Dennis,44,Husband,Married,Male,Broadcast journalist,None,None
15,Chester Street,Daniel,Franklin,20,Son,Divorced,Male,University Student,None,None
15,Chester Street,Jane,Franklin,17,Daughter,NA,Female,Student,None,NA
15,Chester Street,Katherine,Franklin,15,Daughter,NA,Female,Student,None,NA
16,Chester Street,Kelly,Clarke,68,Head,Widowed,Female,Retired Comptroller,None,Christian
16,Chester Street,Gregory,Clarke,37,Son,Divorced,Male,Pension scheme manager,None,Christian
16,Chester Street,Dawn,Clarke,36,Daughter,Single,Female,Production manager,None,None
17,Chester Street,Jenna,Shaw,63,Head,Divorced,Female,Senior tax professional/tax inspector,None,None
17,Chester Street,Katy,Parry,10,Granddaughter,NA,Female,Student,None,NA
18,Chester Street,Charlene,Bates,57,Head,Divorced,Female,Automotive engineer,None,Christian
18,Chester Street,Karl,Bates,25,Son,Single,Male,Chartered certified accountant,None,Christian
18,Chester Street,Marie,Bates,23,Daughter,Single,Female,Unemployed,None,Christian
18,Chester Street,Kathryn,Bates,21,Daughter,Single,Female,Consulting civil engineer,None,Christian
18,Chester Street,Liam,Bates,17,Son,NA,Male,Student,None,NA
19,Chester Street,Nathan,Hill,35,Head,Single,Male,"Sales professional, IT",None,None
19,Chester Street,Carole,Sykes,39,Partner,Single,Female,Human resources officer,None,None
19,Chester Street,Sylvia,Hill,7,Daughter,NA,Female,Student,None,NA
20,Chester Street,Matthew,Baker,45,Head,Married,Male,Cabin crew,None,Methodist
20,Chester Street,Jessica,Baker,44,Wife,Married,Female,Solicitor,None,Methodist
20,Chester Street,Lindsey,Knight-Baker,17,Daughter,NA,Female,Student,None,NA
20,Chester Street,Julie,Knight-Baker,17,Daughter,NA,Female,Student,None,NA
20,Chester Street,Jack,Williamson-Knight-Baker,13,Son,NA,Male,Student,None,NA
21,Chester Street,Pamela,Taylor,57,Head,Single,Female,Unemployed,None,Muslim
21,Chester Street,Kimberley,Taylor,35,Daughter,Single,Female,"Social research officer, government",None,Muslim
21,Chester Street,Hugh,Taylor,33,Son,Divorced,Male,Statistician,None,Muslim
21,Chester Street,Samantha,Taylor,33,Daughter,Single,Female,Printmaker,None,Muslim
21,Chester Street,Simon,Taylor,31,Son,Single,Male,"Designer, industrial/product",None,None
22,Chester Street,Paige,Pearson,49,Head,Married,Female,Professor Emeritus,None,Catholic
22,Chester Street,Billy,Pearson,51,Husband,Married,Male,Intelligence analyst,None,Catholic
22,Chester Street,June,Pearson,19,Daughter,Single,Female,University Student,None,None
22,Chester Street,Peter,Pearson,1,Son,NA,Male,Child,None,NA
23,Chester Street,Olivia,Finch,67,Head,Married,Female,Public relations officer,None,None
23,Chester Street,Victor,Finch,68,Husband,Married,Male,"Retired Scientist, research (physical sciences)",None,None
1,West Expressway,Joshua,Simpson,59,Head,Married,Male,Electrical engineer,None,Catholic
1,West Expressway,Hilary,Simpson,57,Wife,Married,Female,Engineering geologist,None,Catholic
1,West Expressway,Mitchell,Simpson,33,Son,Divorced,Male,Unemployed,None,None
1,West Expressway,Dennis,Simpson,31,Son,Single,Male,"Radiographer, diagnostic",None,Catholic
1,West Expressway,Nicholas,Simpson,27,Son,Single,Male,Media buyer,None,Catholic
1,West Expressway,Janice,Simpson,10,Daughter,NA,Female,Student,None,NA
2,West Expressway,Declan,Watkins,31,Head,Divorced,Male,Unemployed,None,Christian
2,West Expressway,Jeremy,Watkins,4,Son,NA,Male,Child,None,NA
2,West Expressway,John,Watkins,3,Son,NA,Male,Child,None,NA
2,West Expressway,John,Watkins,0,Son,NA,Male,Child,None,NA
3,West Expressway,Joseph,Shaw,42,Head,Single,Male,Leisure centre manager,None,None
3,West Expressway,Brian,Saunders,18,Nephew,Single,M ale,Student,None,None
3,West Expressway,Frederick,Brown,15,Nephew,NA,Male,Student,None,NA
4,West Expressway,Hayley,Robinson,74,Head,Married,Female,Retired Holiday representative,None,Christian
4,West Expressway,Leon,Robinson,75,Husband,Married,Male,"Retired Administrator, Civil Service",None,None
5,West Expressway,Debra,Hudson,51,Head,Married,Female,Chiropractor,None,Christian
5,West Expressway,Callum,Walker,56,Husband,Married,Male,Records manager,None,Christian
5,West Expressway,Ashleigh,Hudson,9,Daughter,NA,Female,Student,None,NA
5,West Expressway,Stacey,Day,51,Lodger,Single,Female,Energy manager,None,Methodist
6,West Expressway,Vincent,Fisher,31,Head,Married,Male,Unemployed,None,Christian
6,West Expressway,Heather,Fisher,25,Wife,Married,Female,Corporate treasurer,None,Christian
6,West Expressway,Diane,Howard,41,Lodger,Widowed,Female,Travel agency manager,Physical Disability,Catholic
7,West Expressway,Rosemary,Lucas,46,Head,Married,Female,Tree surgeon,None,None
7,West Expressway,Norman,Lucas,47,Husband,Married,Male,Film/video editor,None,None
7,West Expressway,Andrea,Lucas,9,Daughter,NA,Female,Student,Deaf,NA
8,West Expressway,Margaret,Hunt,54,Head,Single,Female,Chief Strategy Officer,None,None
8,West Expressway,Connor,Hunt,23,Son,Divorced,Male,Warden/ranger,None,None
8,West Expressway,Tracey,Hunt,21,Daughter,Divorced,Female,University Student,None,None
9,West Expressway,Kathryn,Hill,29,Head,Married,Female,Chief Executive Officer,None,Methodist
9,West Expressway,Victor,Hill,32,Husband,Married,Male,Insurance risk surveyor,None,None
9,West Expressway,Robin,Hill,6,Son,NA,Male,Student,None,NA
10,West Expressway,Annette,Elliott,40,Head,Single,Female,"Doctor, hospital",None,None
11,West Expressway,Hannah,O'Brien,38,Head,Single,Female,Ambulance person,None,Methodist
11,West Expressway,Joan,Bell,61,None,Single,Female,Psychiatric nurse,None,None
11,West Expressway,Dale,Harvey,19,None,Single,Male,University Student,None,Catholic
11,West Expressway,Joanne,Robson,33,None,Single,Female,Trade mark attorney,None,None
11,West Expressway,Rachael,Bartlett,26,None,Single,Female,"Administrator, arts",None,Christian
12,West Expressway,June,Moore,61,Head,Married,Female,Bonds trader,None,Christian
12,West Expressway,Bryan,Moore,62,Husband,Married,Male,Environmental manager,None,Christian
12,West Expressway,Donald,Moore,26,Son,Single,Male,Materials engineer,None,None
13,West Expressway,Lynne,Barnes,51,Head,Married,Female,"Scientist, product/process development",None,Methodist
13,West Expressway,Dylan,Barnes,48,Husband,Married,Male,"Designer, furniture",None,Methodist
13,West Expressway,Eleanor,Barnes,24,Daughter,Single,Female,"Doctor, hospital",None,Methodist
13,West Expressway,Jade,Barnes,20,Daughter,Single,Female,University Student,None,None
14,West Expressway,Christine,Price,59,Head,Married,Female,Broadcast engineer,None,Christian
14,West Expressway,Abdul,Price,61,Husband,Married,Male,Games developer,None,Christian
14,West Expressway,Denise,Price,16,Daughter,NA,Female,Student,None,NA
14,West Expressway,Terry,Price,14,Son,NA,Male,Student,None,NA
14,West Expressway,Benjamin,Knight,10,Son,NA,Male,Student,None,NA
15,West Expressway,Lorraine,Ahmed,46,Head,Married,Female,Site engineer,None,Catholic
15,West Expressway,Josh,Ahmed,48,Husband,Married,Male,"Surveyor, commercial/residential",None,Catholic
15,West Expressway,Lee,Ahmed,10,Son,NA,Male,Student,None,NA
15,West Expressway,Debra,Ahmed,5,Daughter,NA,Female,Student,None,NA
15,West Expressway,Frances,Ahmed,3,Daughter,NA,Female,Child,None,NA
16,West Expressway,Emily,Marshall,35,Head,Married,Female,"Engineer, land",None,Catholic
16,West Expressway,Robin,Marshall,40,Husband,Married,Male,Records manager,None,None
16,West Expressway,Donald,Marshall,11,Son,NA,Male,Student,None,NA
16,West Expressway,Barbara,Marshall,9,Daughter,NA,Female,Student,None,NA
17,West Expressway,Fiona,Gregory-Campbell,52,Head,Married,Female,Community arts worker,None,None
17,West Expressway,Brandon,Gregory-Campbell,53,Husband,Married,Male,"Psychologist, counselling",None,None
17,West Expressway,Bethany,Gregory-Campbell,26,Daughter,Single,Female,Community pharmacist,None,None
17,West Expressway,Clive,Gregory-Campbell,9,Son,NA,Male,Student,None,NA
18,West Expressway,Holly,Hussain,45,Head,Divorced,Female,Unemployed,None,None
